2dmatpedia id,"2dmatpedia band structure (BG, VBM, CBM)","preds band structure (BG, Direc BG, VBM, CBM)"
2dm-5886,"[0.4952999949455261, -5.81220006942749, -5.31689977645874]","[4.938818454742432, 4.9046125411987305, -8.764206886291504, -3.779780864715576]"
2dm-5887,"[0.0, nan, nan]","[1.4030539989471436, 1.5084482431411743, -6.95766019821167, -5.506558418273926]"
2dm-5888,"[1.4081000089645386, -3.850600004196167, -2.442500114440918]","[2.4998648166656494, 2.6605706214904785, -6.612743377685547, -4.1160783767700195]"
2dm-5889,"[0.0, nan, nan]","[1.405813455581665, 1.5115845203399658, -8.57078742980957, -7.094865798950195]"
2dm-5890,"[5.203199863433838, -5.624499797821045, -0.4213000535964966]","[5.948975563049316, 6.030957221984863, -8.601105690002441, -2.6396937370300293]"
2dm-5891,"[0.343999981880188, -4.02209997177124, -3.678100109100342]","[2.602947950363159, 2.6771349906921387, -7.802311897277832, -5.158243179321289]"
2dm-5892,"[2.2121999263763428, -5.538899898529053, -3.32669997215271]","[4.025223731994629, 4.100367546081543, -8.714387893676758, -4.685750484466553]"
2dm-5893,"[0.0, nan, nan]","[2.362769365310669, 2.425623893737793, -8.18093490600586, -5.795585632324219]"
2dm-5894,"[0.5354999899864197, -2.3966000080108643, -1.8610999584197998]","[1.0339652299880981, 1.2720952033996582, -5.599692344665527, -4.5516581535339355]"
2dm-5895,"[2.198699951171875, -6.3684000968933105, -4.1697001457214355]","[4.215155601501465, 4.372617244720459, -8.868511199951172, -4.646435260772705]"
2dm-5896,"[2.4453001022338867, -4.628200054168701, -2.1828999519348145]","[4.8281450271606445, 4.852418422698975, -8.051175117492676, -3.2172341346740723]"
2dm-5897,"[1.6749000549316406, -5.902400016784668, -4.227499961853027]","[3.167285919189453, 3.282844066619873, -8.274039268493652, -5.097957611083984]"
2dm-5898,"[0.21889996528625488, -3.7060000896453857, -3.4870998859405518]","[1.6842200756072998, 1.8422917127609253, -6.946895122528076, -5.264978885650635]"
2dm-5899,"[0.08889997005462646, -6.34119987487793, -6.252299785614014]","[2.4691410064697266, 2.446213960647583, -7.696859836578369, -5.206912517547607]"
2dm-5900,"[1.3381999731063843, -2.706399917602539, -1.3681999444961548]","[2.7181899547576904, 2.8242671489715576, -6.452595233917236, -3.722377300262451]"
2dm-5901,"[4.258699893951416, -3.7472000122070312, 0.5114998817443848]","[5.698935508728027, 5.736674785614014, -7.673933982849121, -1.988147497177124]"
2dm-5902,"[4.801300048828125, -4.913599967956543, -0.11229991912841797]","[6.419371604919434, 6.378820419311523, -8.518158912658691, -2.1122560501098633]"
2dm-5903,"[1.9672000408172607, -2.4463000297546387, -0.4790998697280884]","[2.543229103088379, 2.651845693588257, -6.252829074859619, -3.7076833248138428]"
2dm-5904,"[4.026400089263916, -5.353000164031982, -1.3265999555587769]","[5.879215240478516, 5.9449310302734375, -8.717894554138184, -2.83809232711792]"
2dm-5905,"[0.03900003433227539, -3.16729998588562, -3.1282999515533447]","[0.674629807472229, 0.6568001508712769, -5.413112640380859, -4.667785167694092]"
2dm-5906,"[2.0157999992370605, -4.547399997711182, -2.531599998474121]","[5.205075263977051, 5.200890064239502, -8.162185668945312, -2.9597220420837402]"
2dm-5907,"[0.0, nan, nan]","[1.5330437421798706, 1.648158073425293, -6.739036560058594, -5.189896583557129]"
2dm-5908,"[1.8145999908447266, -3.24429988861084, -1.4297000169754028]","[3.0114479064941406, 3.1379446983337402, -6.605713367462158, -3.592728614807129]"
2dm-5909,"[3.2821998596191406, -3.848299980163574, -0.566100001335144]","[4.011198043823242, 4.190262794494629, -7.504436492919922, -3.4897923469543457]"
2dm-5910,"[0.9491000175476074, -4.197400093078613, -3.248300075531006]","[2.8458471298217773, 2.9292850494384766, -7.187859535217285, -4.334965229034424]"
2dm-5911,"[0.0, nan, nan]","[1.893653392791748, 2.103487253189087, -7.677885055541992, -5.739144325256348]"
2dm-5912,"[2.864799976348877, -4.25439977645874, -1.3896000385284424]","[5.646058082580566, 5.711477756500244, -8.344315528869629, -2.682750940322876]"
2dm-5913,"[0.2624000906944275, -1.250999927520752, -0.9886000156402588]","[2.730437994003296, 2.7799744606018066, -6.317023277282715, -3.5196971893310547]"
2dm-5914,"[1.1719000339508057, -7.759699821472168, -6.587800025939941]","[4.115547180175781, 4.070486545562744, -10.77835750579834, -6.635580539703369]"
2dm-5915,"[3.197199821472168, -3.7504000663757324, -0.5532000064849854]","[4.087738037109375, 4.287864685058594, -6.872339248657227, -2.7842535972595215]"
2dm-5916,"[0.0, nan, nan]","[0.9605808258056641, 1.0719151496887207, -7.423527717590332, -6.441566467285156]"
2dm-5917,"[0.0, nan, nan]","[2.4568986892700195, 2.521808624267578, -6.606579780578613, -4.115926265716553]"
2dm-5918,"[0.7605000138282776, -3.2118000984191895, -2.4512999057769775]","[2.422868251800537, 2.6129422187805176, -6.682519435882568, -4.239317417144775]"
2dm-5919,"[1.1604000329971313, -3.5887999534606934, -2.4284000396728516]","[2.6948390007019043, 2.6995062828063965, -6.840305328369141, -4.128104209899902]"
2dm-5920,"[1.7064000368118286, -3.1742000579833984, -1.4678000211715698]","[2.355752944946289, 2.5893027782440186, -6.181087493896484, -3.825310230255127]"
2dm-5921,"[3.4306998252868652, -8.932000160217285, -5.501299858093262]","[5.588152885437012, 5.673316955566406, -11.154243469238281, -5.546398162841797]"
2dm-5922,"[1.0020999908447266, -5.610799789428711, -4.608699798583984]","[2.387547731399536, 2.4822628498077393, -8.285240173339844, -5.900581359863281]"
2dm-5923,"[2.6823999881744385, -5.743000030517578, -3.0606000423431396]","[3.861553907394409, 4.044034004211426, -7.769927024841309, -3.9087231159210205]"
2dm-5924,"[3.27239990234375, -5.697199821472168, -2.424799919128418]","[4.80254602432251, 4.807477951049805, -8.847745895385742, -4.0463433265686035]"
2dm-5925,"[0.19760000705718994, -3.836899995803833, -3.6393001079559326]","[1.666704535484314, 1.7781561613082886, -7.515860557556152, -5.846270561218262]"
2dm-5926,"[3.848599910736084, -4.4618000984191895, -0.6131999492645264]","[4.769048690795898, 4.875561237335205, -7.641713619232178, -2.8701348304748535]"
2dm-5927,"[0.9017999768257141, -3.1201000213623047, -2.2183001041412354]","[2.5836873054504395, 2.8238329887390137, -6.796268939971924, -4.189568519592285]"
2dm-5928,"[0.0, nan, nan]","[1.2500553131103516, 1.4116828441619873, -7.336514949798584, -6.070597171783447]"
2dm-5929,"[0.0, nan, nan]","[1.3861432075500488, 1.4942474365234375, -8.726593971252441, -7.321491241455078]"
2dm-5930,"[0.0, nan, nan]","[0.06156051158905029, 0.10686588287353516, -4.425424575805664, -4.366711139678955]"
2dm-5931,"[0.0, nan, nan]","[0.03801381587982178, 0.030869483947753906, -4.402014255523682, -4.323523998260498]"
2dm-5932,"[0.0, nan, nan]","[0.12454390525817871, 0.1672271490097046, -4.249250411987305, -4.067328929901123]"
2dm-5933,"[0.0, nan, nan]","[0.03140842914581299, 0.01285552978515625, -4.399814605712891, -4.3544206619262695]"
2dm-5934,"[0.0003000497817993164, -3.018399953842163, -3.0181000232696533]","[0.04025864601135254, 0.041594743728637695, -4.645145893096924, -4.56351375579834]"
2dm-5935,"[0.0, nan, nan]","[0.048163771629333496, 0.04276227951049805, -3.8895978927612305, -3.843960762023926]"
2dm-5936,"[2.9696998596191406, -7.545299530029297, -4.5756001472473145]","[5.108095169067383, 5.358777046203613, -8.712438583374023, -3.6010379791259766]"
2dm-5937,"[0.0, nan, nan]","[0.029799938201904297, 0.0218203067779541, -4.348201274871826, -4.256922245025635]"
2dm-5938,"[0.0, nan, nan]","[0.2373424768447876, 0.29571211338043213, -5.962104320526123, -5.507448196411133]"
2dm-5939,"[0.0, nan, nan]","[1.1550332307815552, 1.1866388320922852, -5.6564836502075195, -4.393314838409424]"
2dm-5940,"[0.0, nan, nan]","[0.07029283046722412, 0.08876609802246094, -4.123074531555176, -4.046769142150879]"
2dm-5941,"[0.000800013542175293, -2.5757999420166016, -2.575000047683716]","[0.0662832260131836, 0.06368470191955566, -4.382169723510742, -4.260704040527344]"
2dm-5942,"[0.0, nan, nan]","[0.022430896759033203, 0.01168370246887207, -4.385682582855225, -4.360433578491211]"
2dm-5943,"[0.0, nan, nan]","[0.00966334342956543, 0.006892204284667969, -4.481296062469482, -4.440621376037598]"
2dm-5944,"[0.0, nan, nan]","[0.06454551219940186, 0.05519700050354004, -3.9102683067321777, -3.849465847015381]"
2dm-5945,"[0.0, nan, nan]","[0.12397384643554688, 0.15861225128173828, -4.859363555908203, -4.664907455444336]"
2dm-5946,"[3.810999870300293, -5.64169979095459, -1.8307000398635864]","[4.804896354675293, 5.2859907150268555, -7.594200134277344, -2.7656097412109375]"
2dm-5947,"[2.343100070953369, -6.041399955749512, -3.6982998847961426]","[3.5485117435455322, 3.443005084991455, -8.576199531555176, -5.017341613769531]"
2dm-5948,"[0.0, nan, nan]","[-0.004345417022705078, -0.008904695510864258, -4.883548259735107, -4.839865684509277]"
2dm-5949,"[0.0, nan, nan]","[0.017512798309326172, 0.00554347038269043, -4.099515914916992, -4.072383403778076]"
2dm-5950,"[0.0, nan, nan]","[0.0391240119934082, 0.041394948959350586, -4.283321380615234, -4.250566482543945]"
2dm-5951,"[0.0, nan, nan]","[0.03929615020751953, 0.029645919799804688, -4.04083776473999, -3.986478567123413]"
2dm-5952,"[0.0, nan, nan]","[0.01753854751586914, 0.007814407348632812, -4.42811393737793, -4.395104885101318]"
2dm-5953,"[3.306699752807617, -7.720799922943115, -4.414100170135498]","[4.749992370605469, 5.129804611206055, -9.592080116271973, -4.8198771476745605]"
2dm-5954,"[0.0, nan, nan]","[0.05616450309753418, 0.04624176025390625, -4.156036376953125, -4.122759819030762]"
2dm-5955,"[0.0, nan, nan]","[0.009054780006408691, 0.009827852249145508, -4.484426498413086, -4.437938213348389]"
2dm-5956,"[1.246500015258789, -2.8203001022338867, -1.573799967765808]","[1.5196465253829956, 1.6101927757263184, -5.279848575592041, -3.743832588195801]"
2dm-5957,"[0.0, nan, nan]","[0.2657076120376587, 0.3117891550064087, -4.772115707397461, -4.388825416564941]"
2dm-5958,"[0.0, nan, nan]","[2.9382059574127197, 3.0179948806762695, -7.5377278327941895, -4.557259559631348]"
2dm-5959,"[0.10780000686645508, -2.0743000507354736, -1.9665000438690186]","[1.4974545240402222, 1.575469970703125, -5.737680435180664, -4.198596954345703]"
2dm-5960,"[0.0, nan, nan]","[0.07078695297241211, 0.07891631126403809, -4.24100399017334, -4.103167533874512]"
2dm-5961,"[0.0, nan, nan]","[0.0980074405670166, 0.09641671180725098, -3.600100517272949, -3.490135669708252]"
2dm-5962,"[0.9075000286102295, -1.756199836730957, -0.8487000465393066]","[1.2773818969726562, 1.3017058372497559, -4.984346389770508, -3.686894178390503]"
2dm-5963,"[0.0, nan, nan]","[0.001659393310546875, 0.019319534301757812, -4.747671127319336, -4.737864971160889]"
2dm-5964,"[0.0, nan, nan]","[1.1035113334655762, 1.1926013231277466, -4.985652446746826, -3.873481273651123]"
2dm-5965,"[0.7056000232696533, -1.635200023651123, -0.9296000003814697]","[1.0048301219940186, 0.9891464710235596, -4.69884729385376, -3.6894943714141846]"
2dm-5966,"[0.0, nan, nan]","[0.09850823879241943, 0.11664009094238281, -4.306548118591309, -4.176403522491455]"
2dm-5967,"[0.0, nan, nan]","[0.03036797046661377, 0.035117387771606445, -4.429478645324707, -4.428519248962402]"
2dm-5968,"[0.0, nan, nan]","[0.002857685089111328, -0.00041794776916503906, -4.601246356964111, -4.5490031242370605]"
2dm-5969,"[0.0, nan, nan]","[0.01712930202484131, 0.038547515869140625, -4.244624137878418, -4.238930702209473]"
2dm-5970,"[0.0, nan, nan]","[0.031038403511047363, 0.021048545837402344, -4.253322601318359, -4.2090067863464355]"
2dm-5971,"[0.0, nan, nan]","[0.6577228307723999, 0.8507710695266724, -5.286391258239746, -4.589086532592773]"
2dm-5972,"[0.0, nan, nan]","[0.014392971992492676, 0.005964517593383789, -4.305144309997559, -4.319639205932617]"
2dm-5973,"[0.0, nan, nan]","[0.05972158908843994, 0.0399167537689209, -4.6449995040893555, -4.429174900054932]"
2dm-5974,"[0.0, nan, nan]","[0.021011710166931152, 0.02429509162902832, -4.050512313842773, -4.073238849639893]"
2dm-5975,"[0.0, nan, nan]","[0.027240276336669922, 0.029638051986694336, -6.111835479736328, -6.034472942352295]"
2dm-5976,"[0.0, nan, nan]","[0.014786481857299805, 0.005352020263671875, -4.423337936401367, -4.413030624389648]"
2dm-5977,"[0.0, nan, nan]","[0.04982864856719971, 0.04587578773498535, -4.988711357116699, -4.909476280212402]"
2dm-5978,"[2.8545000553131104, -8.868800163269043, -6.0142998695373535]","[5.61826753616333, 5.567879676818848, -11.738338470458984, -6.147575378417969]"
2dm-5979,"[0.0, nan, nan]","[0.14308321475982666, 0.18325626850128174, -6.096236228942871, -5.833168983459473]"
2dm-5980,"[0.0, nan, nan]","[0.002269268035888672, -0.009075641632080078, -4.710402488708496, -4.686595439910889]"
2dm-5981,"[1.9918999671936035, -5.547399997711182, -3.555500030517578]","[4.11422061920166, 4.331070899963379, -8.16376781463623, -4.048773765563965]"
2dm-5982,"[0.00010001659393310547, -3.2248001098632812, -3.2246999740600586]","[0.004129648208618164, 0.009122610092163086, -4.642822742462158, -4.640332221984863]"
2dm-5983,"[0.0, nan, nan]","[0.08006942272186279, 0.06017756462097168, -3.8371994495391846, -3.7810311317443848]"
2dm-5984,"[0.0, nan, nan]","[1.3707377910614014, 1.300602912902832, -5.291296005249023, -3.9216272830963135]"
2dm-5985,"[0.0, nan, nan]","[0.24801337718963623, 0.3450133800506592, -5.6542158126831055, -5.287935256958008]"
2dm-5986,"[0.0, nan, nan]","[0.0437769889831543, 0.04125022888183594, -4.3790693283081055, -4.275582313537598]"
2dm-5987,"[0.0, nan, nan]","[0.009508132934570312, 0.018356800079345703, -4.434539794921875, -4.421469688415527]"
2dm-5988,"[0.02240002155303955, -2.828000068664551, -2.8055999279022217]","[0.15140390396118164, 0.21883082389831543, -4.935366630554199, -4.769613265991211]"
2dm-5989,"[0.0, nan, nan]","[0.45982515811920166, 0.5718282461166382, -6.082784652709961, -5.5493011474609375]"
2dm-5990,"[0.28209996223449707, -3.5062999725341797, -3.2242000102996826]","[0.9020339250564575, 1.0846105813980103, -5.837204456329346, -4.944749355316162]"
2dm-5991,"[0.0, nan, nan]","[0.4106907844543457, 0.5412746667861938, -5.062893867492676, -4.617964267730713]"
2dm-5992,"[0.25189995765686035, -4.7403998374938965, -4.488500118255615]","[0.0394134521484375, 0.025387287139892578, -5.766597747802734, -5.754220008850098]"
2dm-5993,"[0.0, nan, nan]","[0.4511634111404419, 0.5446802377700806, -4.756780624389648, -4.249988555908203]"
2dm-5994,"[0.0, nan, nan]","[0.044292569160461426, 0.040859222412109375, -4.358523368835449, -4.289459705352783]"
2dm-5995,"[0.0, nan, nan]","[0.0887826681137085, 0.10922574996948242, -4.416281223297119, -4.196883678436279]"
2dm-5997,"[0.0, nan, nan]","[0.024590134620666504, 0.014755725860595703, -4.470954895019531, -4.446815490722656]"
2dm-5998,"[0.0, nan, nan]","[0.048793792724609375, 0.059006452560424805, -4.298224449157715, -4.240704536437988]"
2dm-5999,"[1.3437999486923218, -4.29580020904541, -2.9519999027252197]","[1.7974085807800293, 2.1464104652404785, -5.640748023986816, -3.837054967880249]"
2dm-6000,"[0.0, nan, nan]","[0.0366208553314209, 0.048459529876708984, -4.3546037673950195, -4.28317928314209]"
2dm-6001,"[0.0, nan, nan]","[0.08195734024047852, 0.09479737281799316, -4.154010772705078, -4.028029918670654]"
2dm-6002,"[0.0, nan, nan]","[0.059406161308288574, 0.08015799522399902, -4.159326553344727, -4.085122585296631]"
2dm-6003,"[2.583899974822998, -4.999300003051758, -2.4154000282287598]","[3.2114925384521484, 3.3246874809265137, -6.836795330047607, -3.6137428283691406]"
2dm-6004,"[0.0, nan, nan]","[0.05681765079498291, 0.04978752136230469, -4.420539855957031, -4.334997653961182]"
2dm-6005,"[0.0, nan, nan]","[0.02792060375213623, 0.03508806228637695, -4.370095729827881, -4.314849376678467]"
2dm-6006,"[0.0, nan, nan]","[0.0718909502029419, 0.062413692474365234, -4.526172637939453, -4.41227912902832]"
2dm-6007,"[0.0, nan, nan]","[0.07934772968292236, 0.08727049827575684, -4.393316268920898, -4.264433860778809]"
2dm-6008,"[0.0, nan, nan]","[0.07924413681030273, 0.20545029640197754, -5.377033710479736, -5.3038129806518555]"
2dm-6009,"[0.0, nan, nan]","[0.037901878356933594, 0.0477299690246582, -4.540302753448486, -4.4378533363342285]"
2dm-6010,"[0.0, nan, nan]","[0.10806334018707275, 0.13640880584716797, -4.738346576690674, -4.588133335113525]"
2dm-6011,"[0.0, nan, nan]","[0.007578611373901367, 0.01786637306213379, -4.313433647155762, -4.3033952713012695]"
2dm-6012,"[0.013299942016601562, -1.3267998695373535, -1.313499927520752]","[0.0570756196975708, 0.05917239189147949, -3.9754385948181152, -3.875631809234619]"
2dm-6013,"[0.0, nan, nan]","[0.12167000770568848, 0.13236451148986816, -4.180436134338379, -4.048388957977295]"
2dm-6014,"[0.0, nan, nan]","[0.09635305404663086, 0.13971567153930664, -5.031805038452148, -4.883717060089111]"
2dm-6015,"[0.12639999389648438, -1.0053999423980713, -0.8789999485015869]","[0.18210017681121826, 0.19854247570037842, -3.997765302658081, -3.7774341106414795]"
2dm-6016,"[2.722399950027466, -3.899600028991699, -1.1772000789642334]","[2.9074199199676514, 3.3380203247070312, -6.549902439117432, -3.652160406112671]"
2dm-6017,"[0.0, nan, nan]","[0.10301697254180908, 0.2076892852783203, -4.620977878570557, -4.4621381759643555]"
2dm-6018,"[0.0, nan, nan]","[0.09763681888580322, 0.2646200656890869, -4.301164627075195, -4.218586444854736]"
2dm-6019,"[0.0, nan, nan]","[0.005578517913818359, 0.010069131851196289, -4.4222259521484375, -4.413181304931641]"
2dm-6020,"[0.0, nan, nan]","[0.03504157066345215, 0.08196425437927246, -5.2644500732421875, -5.188900947570801]"
2dm-6021,"[0.0, nan, nan]","[0.035242319107055664, 0.05544877052307129, -4.789094924926758, -4.7223992347717285]"
2dm-6023,"[0.0, nan, nan]","[0.016823530197143555, 0.017774343490600586, -4.314716339111328, -4.2704877853393555]"
2dm-6024,"[0.0, nan, nan]","[0.12423956394195557, 0.27107906341552734, -5.281166076660156, -5.140087127685547]"
2dm-6025,"[0.0, nan, nan]","[0.00740504264831543, 0.01726388931274414, -5.338738441467285, -5.3315863609313965]"
2dm-6026,"[0.0, nan, nan]","[0.04781937599182129, 0.05533313751220703, -4.506590843200684, -4.374393939971924]"
2dm-6027,"[0.0, nan, nan]","[0.006115555763244629, 0.08692240715026855, -5.134744644165039, -5.170361518859863]"
2dm-6028,"[1.4874000549316406, -3.8250999450683594, -2.3376998901367188]","[2.3838911056518555, 2.6117844581604004, -6.362574100494385, -3.9902799129486084]"
2dm-6029,"[0.03690004348754883, -1.842900037765503, -1.805999994277954]","[0.2501406669616699, 0.9990328550338745, -4.8299150466918945, -4.612453937530518]"
2dm-6030,"[0.0, nan, nan]","[0.051497578620910645, 0.06128430366516113, -4.523458003997803, -4.443984031677246]"
2dm-6031,"[1.2342000007629395, -3.1421000957489014, -1.9078999757766724]","[1.538611650466919, 1.6453229188919067, -6.477845191955566, -4.9520440101623535]"
2dm-6032,"[0.3968999981880188, -4.965199947357178, -4.568299770355225]","[1.7416050434112549, 1.8299245834350586, -7.241557598114014, -5.474714756011963]"
2dm-6033,"[0.17110008001327515, -0.9110000133514404, -0.7398999929428101]","[0.13144803047180176, 0.15690112113952637, -3.9402096271514893, -3.7880430221557617]"
2dm-6034,"[0.0, nan, nan]","[0.0725637674331665, 0.09669613838195801, -4.304434776306152, -4.196885108947754]"
2dm-6035,"[0.0, nan, nan]","[0.01190638542175293, 0.011750936508178711, -4.329584121704102, -4.3196845054626465]"
2dm-6036,"[0.0, nan, nan]","[0.07459831237792969, 0.10070204734802246, -4.308819770812988, -4.193547248840332]"
2dm-6037,"[0.0, nan, nan]","[0.03270161151885986, 0.02544403076171875, -4.1933207511901855, -4.1113786697387695]"
2dm-6038,"[0.0, nan, nan]","[0.07077562808990479, 0.06339621543884277, -4.209453582763672, -4.148976802825928]"
2dm-6039,"[0.0, nan, nan]","[0.07071936130523682, 0.06529593467712402, -4.128168106079102, -4.092309951782227]"
2dm-6040,"[0.0, nan, nan]","[0.12927711009979248, 0.1800309419631958, -5.396742820739746, -5.224354267120361]"
2dm-6041,"[0.0, nan, nan]","[0.12946248054504395, 0.12116885185241699, -3.7155466079711914, -3.5506229400634766]"
2dm-6042,"[0.07829999923706055, -1.373499870300293, -1.2951998710632324]","[3.5683159828186035, 3.6428890228271484, -6.249162673950195, -2.647861957550049]"
2dm-6043,"[0.0, nan, nan]","[0.00853121280670166, 0.01684737205505371, -4.322132110595703, -4.2942728996276855]"
2dm-6044,"[0.0, nan, nan]","[0.02257668972015381, 0.03126192092895508, -4.411029815673828, -4.355198383331299]"
2dm-6045,"[0.0, nan, nan]","[0.36451756954193115, 0.39896345138549805, -5.0038228034973145, -4.584952354431152]"
2dm-6046,"[1.9101998805999756, -3.322499990463257, -1.4122999906539917]","[1.4166253805160522, 1.4859665632247925, -5.384878158569336, -3.8668856620788574]"
2dm-6047,"[1.8294999599456787, -4.956200122833252, -3.126699924468994]","[2.285750389099121, 2.500971794128418, -6.315595626831055, -4.027238368988037]"
2dm-6048,"[0.0, nan, nan]","[0.3125762939453125, 0.3531097173690796, -5.038655757904053, -4.6734819412231445]"
2dm-6049,"[0.0, nan, nan]","[0.039974212646484375, 0.07647180557250977, -5.35511589050293, -5.311880111694336]"
2dm-6050,"[0.12360000610351562, -2.7716000080108643, -2.6480000019073486]","[0.41880643367767334, 0.4278564453125, -5.263111591339111, -4.828702449798584]"
2dm-6052,"[0.3625999689102173, -2.3415000438690186, -1.9788999557495117]","[3.257357120513916, 3.8204407691955566, -5.646248817443848, -2.3650295734405518]"
2dm-6053,"[0.09490001201629639, -1.1345000267028809, -1.0396000146865845]","[0.6891887187957764, 0.8803324699401855, -4.577431678771973, -3.8925514221191406]"
2dm-6054,"[0.0, nan, nan]","[-0.0018053054809570312, -0.007914543151855469, -4.6923041343688965, -4.664671897888184]"
2dm-6055,"[0.0065000057220458984, -2.7746999263763428, -2.768199920654297]","[0.06364750862121582, 0.06673312187194824, -5.086709976196289, -4.988267421722412]"
2dm-6056,"[0.0, nan, nan]","[0.015569806098937988, 0.016021013259887695, -4.319244384765625, -4.2820940017700195]"
2dm-6057,"[0.0, nan, nan]","[0.12771379947662354, 0.11861801147460938, -4.190456867218018, -4.03083610534668]"
2dm-6058,"[0.0, nan, nan]","[0.01927196979522705, 0.021274805068969727, -4.261325359344482, -4.252114772796631]"
2dm-6059,"[0.0, nan, nan]","[0.10358917713165283, 0.1271371841430664, -4.571339130401611, -4.446780204772949]"
2dm-6060,"[0.0, nan, nan]","[0.04016673564910889, 0.05877947807312012, -4.438749313354492, -4.322685241699219]"
2dm-6061,"[0.11869996786117554, -0.6619000434875488, -0.5432000160217285]","[0.20244038105010986, 0.2218153476715088, -3.830944061279297, -3.5993807315826416]"
2dm-6062,"[0.0, nan, nan]","[0.048229217529296875, 0.07443881034851074, -4.303607940673828, -4.212088108062744]"
2dm-6063,"[0.0, nan, nan]","[0.1923813819885254, 0.3005326986312866, -4.6422882080078125, -4.426945209503174]"
2dm-6064,"[0.0, nan, nan]","[0.7928117513656616, 1.028778076171875, -8.451478958129883, -7.609996795654297]"
2dm-6065,"[0.0, nan, nan]","[0.05389404296875, 0.07033038139343262, -5.360481262207031, -5.297743320465088]"
2dm-6066,"[0.0, nan, nan]","[0.70284104347229, 0.8138597011566162, -5.121337413787842, -4.432186126708984]"
2dm-6067,"[0.0, nan, nan]","[0.012437939643859863, 0.017041444778442383, -4.762956619262695, -4.690927505493164]"
2dm-6068,"[0.0, nan, nan]","[1.1282994747161865, 1.1725094318389893, -6.318404674530029, -5.114547252655029]"
2dm-6069,"[0.0, nan, nan]","[0.03841555118560791, 0.04803323745727539, -4.719714164733887, -4.633492946624756]"
2dm-6070,"[0.0, nan, nan]","[0.0386124849319458, 0.03418111801147461, -4.152336597442627, -4.088000297546387]"
2dm-6071,"[0.9110999703407288, -4.086100101470947, -3.174999952316284]","[2.7083754539489746, 2.8063461780548096, -7.2167510986328125, -4.506165981292725]"
2dm-6072,"[0.1315000057220459, -1.0541000366210938, -0.9226000308990479]","[0.16675984859466553, 0.16848862171173096, -4.049201011657715, -3.836744785308838]"
2dm-6073,"[0.1637999415397644, -2.6656999588012695, -2.5018999576568604]","[0.1868455410003662, 0.2270723581314087, -4.932542324066162, -4.723585605621338]"
2dm-6074,"[0.0, nan, nan]","[0.07592201232910156, 0.09447884559631348, -4.345131874084473, -4.289040565490723]"
2dm-6075,"[0.0, nan, nan]","[0.0559006929397583, 0.08858299255371094, -5.461696624755859, -5.387021064758301]"
2dm-6077,"[0.0, nan, nan]","[0.10509669780731201, 0.309634804725647, -4.943337440490723, -4.851790428161621]"
2dm-6078,"[0.0, nan, nan]","[0.035578250885009766, 0.05359768867492676, -4.491970539093018, -4.42361307144165]"
2dm-6079,"[0.0, nan, nan]","[0.12286233901977539, 0.15542268753051758, -5.367617130279541, -5.228015899658203]"
2dm-6081,"[0.0, nan, nan]","[0.018213391304016113, 0.0425570011138916, -4.3567728996276855, -4.319494247436523]"
2dm-6083,"[0.0, nan, nan]","[0.01062309741973877, 0.017670154571533203, -4.320742607116699, -4.318081378936768]"
2dm-6084,"[0.0, nan, nan]","[0.7265253067016602, 1.038094401359558, -5.109574794769287, -4.338657855987549]"
2dm-6085,"[0.0, nan, nan]","[0.07905447483062744, 0.1182088851928711, -4.75762939453125, -4.585816860198975]"
2dm-6086,"[0.06749999523162842, -0.4544999599456787, -0.3869999647140503]","[0.2208620309829712, 0.21577227115631104, -3.4734296798706055, -3.2634708881378174]"
2dm-6087,"[0.0, nan, nan]","[0.18028366565704346, 0.17047631740570068, -3.539224624633789, -3.342527151107788]"
2dm-6088,"[0.0, nan, nan]","[0.028332948684692383, 0.045847415924072266, -4.3789963722229, -4.339925765991211]"
2dm-6089,"[0.0, nan, nan]","[0.013728737831115723, 0.016390085220336914, -4.602917671203613, -4.524657726287842]"
2dm-6090,"[0.0, nan, nan]","[0.116141676902771, 0.1889476776123047, -4.539680480957031, -4.390669822692871]"
2dm-6091,"[1.2315000295639038, -3.033099889755249, -1.8015999794006348]","[1.923230767250061, 1.9645248651504517, -6.012758255004883, -4.095369338989258]"
2dm-6092,"[0.11580008268356323, -2.0567002296447754, -1.9408999681472778]","[0.06713807582855225, 0.06046724319458008, -4.424535274505615, -4.323322772979736]"
2dm-6093,"[1.1979000568389893, -3.3543999195098877, -2.1565001010894775]","[3.0107412338256836, 3.1889703273773193, -6.462902545928955, -3.4388625621795654]"
2dm-6094,"[0.0, nan, nan]","[0.009560823440551758, 0.0011534690856933594, -4.395000457763672, -4.416626453399658]"
2dm-6095,"[0.0, nan, nan]","[0.11646533012390137, 0.10253310203552246, -3.937082290649414, -3.80936598777771]"
2dm-6096,"[0.0, nan, nan]","[0.0387188196182251, 0.07283830642700195, -4.460045337677002, -4.3765177726745605]"
2dm-6097,"[0.0, nan, nan]","[0.05468630790710449, 0.0847327709197998, -4.277795791625977, -4.182008266448975]"
2dm-6098,"[0.0, nan, nan]","[0.0444486141204834, 0.05821847915649414, -4.390993118286133, -4.270857810974121]"
2dm-6099,"[0.03569996356964111, -0.9394998550415039, -0.9038000106811523]","[1.1771972179412842, 1.1622891426086426, -4.673797130584717, -3.4392030239105225]"
2dm-6100,"[0.0, nan, nan]","[0.04213106632232666, 0.04125571250915527, -4.084046363830566, -4.033361434936523]"
